Age,Overall,Potential,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,Preferred Positions
32,72,72,1800000,9000,1568,42,81,36,68,58,70,50,43,49,35,38,75,68,79,51,27,73,41,17,71,68,52,64,49,60,72,76,41,40,48,71,66,47,54,48,63,71,54,66,47,50,49,47,62,48,63,71,54,66,47,50,49,47,62,49,CB
25,72,72,3400000,25000,1848,86,77,83,75,71,65,64,69,76,63,60,56,22,49,60,65,31,62,68,65,65,74,49,85,83,28,68,69,69,70,47,53,70,64,70,55,47,64,53,70,71,68,71,57,70,55,47,64,53,70,71,68,71,57,68,LM
25,72,75,3300000,8000,1636,41,68,52,41,54,65,39,48,39,41,56,83,65,77,61,41,72,31,31,63,65,69,65,65,76,73,87,47,22,50,71,66,49,56,50,64,71,56,66,49,50,54,47,61,50,64,71,56,66,49,50,54,47,61,54,CB
23,72,78,4300000,6000,1677,62,76,59,50,71,65,27,37,69,76,36,81,23,61,60,68,26,70,63,70,67,80,30,55,70,29,75,51,76,65,48,51,67,61,65,46,48,61,51,67,62,71,63,47,65,46,48,61,51,67,62,71,63,47,71,ST
33,72,72,1800000,3000,1988,68,74,70,71,73,76,65,65,65,52,68,67,71,82,71,65,65,73,70,72,72,67,67,66,86,68,81,71,52,69,70,72,68,71,69,70,70,71,72,68,69,66,67,70,69,70,70,71,72,68,69,66,67,70,66,CB
28,72,72,3200000,41000,1801,58,73,68,70,74,70,43,66,67,75,65,68,47,74,41,65,34,70,76,69,62,72,34,59,68,40,83,67,69,67,54,55,69,62,67,52,54,62,55,69,64,71,66,53,67,52,54,62,55,69,64,71,66,53,71,ST
28,72,73,2800000,11000,1606,62,75,32,45,53,64,40,34,50,38,36,67,68,82,49,40,74,36,42,61,52,60,71,65,73,72,86,53,30,50,71,64,51,54,50,64,71,54,64,51,52,53,50,62,50,64,71,54,64,51,52,53,50,62,53,CB
30,72,72,2900000,10000,1830,70,47,74,79,75,61,71,68,71,56,80,59,54,69,70,82,40,42,68,68,75,64,36,70,67,45,50,82,42,73,52,60,70,71,73,58,52,71,60,70,71,65,71,61,73,58,52,71,60,70,71,65,71,61,65,CAM
24,72,77,3500000,3000,1901,82,74,73,71,66,72,70,66,61,40,50,63,77,71,59,65,75,64,56,61,63,79,71,81,76,70,70,52,46,61,71,68,61,62,61,71,71,62,68,61,64,61,63,71,61,71,71,62,68,61,64,61,63,71,61,LM
26,72,73,3600000,14000,1854,54,85,61,58,77,71,58,47,66,65,50,70,70,71,69,60,58,45,59,66,78,71,71,59,76,75,70,67,36,68,71,72,67,71,68,68,71,71,72,67,67,66,66,68,68,68,71,71,72,67,67,66,66,68,66,CDM
24,72,76,4000000,10000,1944,75,91,72,78,74,58,58,41,76,58,50,60,73,64,68,49,77,53,69,75,70,69,65,74,83,72,69,70,44,70,72,73,70,71,70,71,72,71,73,70,71,67,69,72,70,71,72,71,73,70,71,67,69,72,67,RM
37,72,72,425000,6000,1537,31,85,42,41,53,68,39,42,45,39,37,70,72,66,56,26,76,48,39,63,61,53,68,31,64,72,82,45,43,47,71,66,47,54,47,60,71,54,66,47,47,49,44,59,47,60,71,54,66,47,47,49,44,59,49,CB
24,72,76,4100000,54000,1754,72,62,75,64,75,70,69,56,74,70,46,71,16,79,56,67,11,61,68,64,66,72,22,76,72,20,78,68,68,69,42,47,70,62,69,47,42,62,47,70,70,71,71,50,69,47,42,62,47,70,70,71,71,50,71,RM
22,72,78,3600000,15000,1628,61,74,41,48,63,68,40,21,56,53,29,73,66,69,63,40,68,41,48,63,65,75,74,61,63,74,79,43,20,56,71,66,57,59,56,65,71,59,66,57,56,60,55,63,56,65,71,59,66,57,56,60,55,63,60,CB
23,72,78,4300000,14000,1875,71,52,77,82,74,62,75,82,71,70,83,54,41,42,73,77,37,67,70,67,72,75,47,61,56,45,58,71,61,71,50,57,71,68,71,56,50,68,57,71,70,68,71,59,71,56,50,68,57,71,70,68,71,59,68,LM
20,72,80,4700000,32000,1650,79,32,76,74,72,53,65,50,75,78,38,58,16,67,53,56,15,68,79,62,66,65,17,79,62,16,63,61,62,69,36,43,71,60,69,44,36,60,43,71,70,71,72,48,69,44,36,60,43,71,70,71,72,48,71,RW
33,72,72,1300000,6000,1739,64,69,64,69,68,70,58,42,58,36,37,75,69,78,70,38,74,42,39,73,70,50,67,62,76,67,75,49,38,58,71,69,56,63,58,68,71,63,69,56,60,56,57,68,58,68,71,63,69,56,60,56,57,68,56,CB
22,72,80,3900000,13000,1864,69,67,59,81,74,65,70,62,72,30,68,55,69,81,70,65,73,43,59,69,74,78,70,71,73,73,65,45,41,64,69,70,63,67,64,71,69,67,70,63,66,60,64,71,64,71,69,67,70,63,66,60,64,71,60,LB
29,72,72,2400000,7000,1917,68,75,60,69,74,60,58,71,66,49,56,57,75,73,70,68,59,53,58,71,73,77,67,67,72,74,71,66,66,67,69,71,66,70,67,69,69,70,71,66,66,64,65,69,67,69,69,70,71,66,66,64,65,69,64,CM
27,72,73,3500000,17000,1891,63,64,75,73,74,68,72,64,75,66,67,58,60,53,73,74,43,69,71,72,77,70,55,53,53,58,66,72,74,72,59,64,71,71,72,61,59,71,64,71,70,68,71,63,72,61,59,71,64,71,70,68,71,63,68,CAM
27,72,74,3000000,26000,1701,62,63,61,58,51,70,47,59,44,39,50,75,72,73,54,43,73,60,25,70,58,70,70,67,68,76,72,59,26,51,71,65,51,56,51,66,71,56,65,51,52,53,50,64,51,66,71,56,65,51,52,53,50,64,53,CB
23,72,78,3600000,23000,1892,77,73,74,64,70,66,61,45,64,27,46,62,71,85,68,70,67,46,62,70,73,77,70,74,78,72,74,68,43,66,71,71,64,69,66,70,71,69,71,64,66,61,64,70,66,70,71,69,71,64,66,61,64,70,61,CM
28,72,73,2800000,8000,1761,55,68,61,64,74,62,52,49,62,52,50,57,73,72,73,39,58,58,52,62,78,58,65,54,82,74,68,62,40,64,67,71,61,68,64,66,67,68,71,61,64,58,60,67,64,66,67,68,71,61,64,58,60,67,58,CM
28,72,72,3200000,12000,1722,77,44,75,74,71,58,57,55,70,69,34,77,16,58,63,67,19,70,68,68,67,73,15,78,70,16,74,66,73,69,40,46,70,62,69,46,40,62,46,70,68,71,69,48,69,46,40,62,46,70,68,71,69,48,71,ST
26,72,74,3700000,9000,1903,63,73,75,80,74,75,77,73,66,52,65,43,72,72,78,62,57,58,56,69,78,67,55,66,69,63,61,73,58,69,63,70,66,71,69,66,63,71,70,66,69,61,67,68,69,66,63,71,70,66,69,61,67,68,61,CDM
26,72,75,3900000,16000,1754,84,46,75,72,71,69,66,55,77,72,45,68,45,66,55,71,14,71,74,56,66,76,16,78,73,17,60,70,66,70,41,48,72,63,70,49,41,63,48,72,71,71,72,53,70,49,41,63,48,72,71,71,72,53,71,ST
24,72,75,3300000,14000,1846,72,83,67,62,67,59,69,66,71,37,65,57,70,54,59,46,67,44,56,69,68,70,71,82,79,73,77,51,39,62,70,69,62,64,62,71,70,64,69,62,66,60,64,71,62,71,70,64,69,62,66,60,64,71,60,LB
21,72,82,5000000,13000,1941,74,72,74,89,75,62,68,73,73,64,79,51,62,72,67,68,44,46,65,67,75,63,59,72,78,68,53,73,55,71,61,66,70,71,71,66,61,71,66,70,71,65,71,67,71,66,61,71,66,70,71,65,71,67,65,CAM
29,72,72,2400000,6000,1860,59,77,64,65,71,65,67,52,68,49,48,75,72,73,67,56,74,41,48,72,70,54,68,54,92,72,82,67,40,64,73,73,62,69,64,71,73,69,73,62,66,61,63,71,64,71,73,69,73,62,66,61,63,71,61,CM
22,72,80,4600000,24000,1690,86,27,84,79,76,64,68,68,84,62,55,41,24,72,66,70,19,54,61,65,68,67,13,80,52,20,46,63,57,71,35,45,70,63,71,46,35,63,45,70,71,65,72,50,71,46,35,63,45,70,71,65,72,50,65,LW
28,72,72,3200000,6000,1709,67,79,58,66,63,70,42,53,65,75,48,77,25,72,43,50,25,71,73,70,67,76,20,63,80,22,84,59,69,64,47,49,67,59,64,46,47,59,49,67,64,71,64,48,64,46,47,59,49,67,64,71,64,48,71,ST
27,72,72,3300000,23000,1797,66,67,68,64,71,67,56,50,70,75,46,70,56,81,54,60,39,49,77,70,55,70,39,68,71,40,80,60,67,66,56,56,69,62,66,56,56,62,56,69,66,71,67,57,66,56,56,62,56,69,66,71,67,57,71,ST
22,72,79,4400000,14000,1648,84,58,88,87,66,58,74,35,72,63,39,38,29,76,75,39,22,45,72,65,69,49,26,81,78,31,35,64,44,68,39,51,66,64,68,51,39,64,51,66,71,61,70,56,68,51,39,64,51,66,71,61,70,56,61,LM
31,72,72,2100000,27000,1651,66,80,56,60,52,68,40,42,30,26,32,74,74,60,62,52,69,65,29,68,66,59,71,64,78,71,81,55,25,50,71,68,48,58,50,66,71,58,68,48,50,50,47,64,50,66,71,58,68,48,50,50,47,64,50,CB
29,72,72,2400000,11000,1764,52,72,54,45,64,54,40,22,57,47,66,80,73,48,65,75,75,36,48,74,72,83,70,53,69,73,90,59,49,61,74,71,61,65,61,67,74,65,71,61,58,63,57,65,61,67,74,65,71,61,58,63,57,65,63,CM
22,72,77,3500000,9000,1627,41,78,34,55,58,68,37,66,40,33,74,71,66,68,48,65,72,49,26,64,55,76,69,45,67,74,87,29,25,45,71,63,46,51,45,61,71,51,63,46,45,51,44,59,45,61,71,51,63,46,45,51,44,59,51,CB
25,72,75,3300000,3000,1724,49,65,50,54,67,74,50,36,65,41,32,72,70,44,65,39,75,48,67,76,68,54,62,55,85,73,85,64,41,62,71,71,61,67,62,67,71,67,71,61,63,60,59,67,62,67,71,67,71,61,63,60,59,67,60,CM
27,72,73,3500000,24000,1879,67,51,67,70,75,76,67,69,73,68,66,48,65,64,75,67,50,76,71,72,75,66,45,51,73,49,65,71,59,71,56,65,70,71,71,60,56,71,65,70,71,67,70,63,71,60,56,71,65,70,71,67,70,63,67,CAM
26,72,74,3100000,16000,1871,75,80,77,80,69,69,61,64,66,41,58,53,73,70,64,56,72,48,51,72,70,64,78,68,73,76,63,55,48,63,71,71,62,65,63,71,71,65,71,62,64,59,63,71,63,71,71,65,71,62,64,59,63,71,59,LB
27,72,73,3600000,17000,1886,78,66,79,62,76,67,66,75,78,68,68,67,45,80,63,61,24,70,73,70,69,75,46,82,75,25,64,65,60,71,50,55,73,66,71,57,50,66,55,73,72,71,73,59,71,57,50,66,55,73,72,71,73,59,71,LM
25,72,76,3300000,14000,1827,78,63,73,55,66,68,69,56,62,41,41,53,71,77,60,53,70,56,58,68,64,61,71,81,84,68,70,63,34,63,68,68,62,64,63,71,68,64,68,62,66,59,64,71,63,71,68,64,68,62,66,59,64,71,59,CB
26,72,76,3300000,1000,1877,69,84,74,68,66,65,56,56,59,45,38,60,71,70,64,56,69,55,65,70,71,71,67,72,91,71,86,62,39,64,71,71,63,67,64,70,71,67,71,63,65,63,63,70,64,70,71,67,71,63,65,63,63,70,63,CDM
32,72,72,1700000,32000,1862,66,85,68,62,67,67,65,66,61,47,33,67,68,75,62,66,74,56,58,74,70,83,79,58,71,76,75,42,43,61,73,70,62,64,61,71,73,64,70,62,62,64,62,70,61,71,73,64,70,62,62,64,62,70,64,LB
33,72,72,1200000,15000,1723,82,41,68,57,57,63,72,64,61,40,40,59,67,71,53,48,67,38,40,67,68,55,73,79,86,68,58,40,49,56,64,64,56,58,56,71,64,58,64,56,62,55,59,71,56,71,64,58,64,56,62,55,59,71,55,LB
27,72,73,3600000,38000,1883,85,67,82,81,73,68,61,67,71,73,65,64,56,73,43,67,25,71,74,66,63,69,35,82,81,48,61,66,67,69,53,56,71,64,69,58,53,64,56,71,70,71,71,60,69,58,53,64,56,71,70,71,71,60,71,ST
22,72,79,4400000,20000,1821,90,58,86,86,71,47,66,37,73,70,37,51,50,78,65,67,37,40,65,67,67,68,46,90,66,51,63,67,58,71,54,58,71,66,71,60,54,66,58,71,71,68,72,62,71,60,54,66,58,71,71,68,72,62,68,RM
27,72,72,2600000,8000,1969,79,72,79,79,73,69,72,59,75,61,63,48,69,83,64,59,73,56,66,72,68,66,70,72,79,72,59,66,58,69,68,70,69,69,69,71,68,69,70,69,71,65,70,72,69,71,68,69,70,69,71,65,70,72,65,LB
30,72,72,3000000,4000,1873,79,50,90,77,74,76,56,69,69,75,67,66,50,77,62,66,22,76,68,73,65,74,33,81,70,37,70,66,56,70,50,55,71,65,70,55,50,65,55,71,69,71,71,57,70,55,50,65,55,71,69,71,71,57,71,ST
25,72,78,3600000,3000,1820,68,75,69,69,70,71,55,59,65,30,60,65,76,70,72,62,71,36,68,70,74,67,59,62,76,66,66,63,31,65,69,71,63,69,65,67,69,69,71,63,65,60,63,68,65,67,69,69,71,63,65,60,63,68,60,CM
21,72,84,5500000,39000,1838,75,58,77,73,73,73,62,65,71,54,60,45,58,54,75,62,51,51,62,68,79,63,53,70,70,62,65,76,50,71,59,66,68,71,71,63,59,71,66,68,70,63,69,65,71,63,59,71,66,68,70,63,69,65,63,CAM
22,72,81,4200000,7000,1781,65,74,60,63,65,66,43,49,65,48,36,72,73,76,69,43,73,43,51,67,70,58,72,66,71,74,75,60,45,62,72,71,61,65,62,68,72,65,71,61,62,60,59,67,62,68,72,65,71,61,62,60,59,67,60,RB
22,72,81,4900000,4000,1811,77,33,85,76,76,68,48,49,74,75,60,49,44,61,58,68,33,63,76,75,75,66,34,78,68,42,56,72,71,74,48,56,74,69,74,55,48,69,56,74,71,71,73,58,74,55,48,69,56,74,71,71,73,58,71,RM
33,72,72,1300000,3000,1674,53,73,51,50,49,64,57,48,51,41,45,73,72,88,60,56,77,45,30,73,55,51,77,55,55,67,74,40,54,50,71,64,49,54,50,65,71,54,64,49,51,52,50,63,50,65,71,54,64,49,51,52,50,63,52,LB
26,72,73,3700000,35000,1881,89,69,80,78,74,63,72,60,77,57,61,47,56,69,62,68,46,54,64,67,67,70,40,84,76,48,70,62,64,69,56,61,69,66,69,61,56,66,61,69,71,66,71,64,69,61,56,66,61,69,71,66,71,64,66,RM
23,72,75,3900000,6000,1818,88,74,85,89,73,69,61,68,78,64,62,48,36,61,67,66,30,54,66,66,66,71,31,80,69,32,48,68,67,71,45,53,70,65,71,53,45,65,53,70,71,67,71,56,71,53,45,65,53,70,71,67,71,56,67,CM
31,72,72,2000000,12000,1923,79,66,75,69,68,50,72,67,65,57,65,68,69,54,68,58,71,55,63,66,72,59,70,83,66,72,69,67,53,67,69,69,66,67,67,71,69,67,69,66,69,65,68,71,67,71,69,67,69,66,69,65,68,71,65,LB
27,72,72,2600000,1000,1755,77,77,65,62,72,62,70,55,63,44,28,66,60,75,59,52,71,27,57,59,70,60,74,78,79,74,72,52,20,62,70,68,62,63,62,71,70,63,68,62,65,60,64,70,62,71,70,63,68,62,65,60,64,70,60,RB
20,72,83,5500000,32000,1812,84,41,76,75,72,63,66,67,72,62,49,56,45,70,70,64,55,55,62,68,74,65,50,78,76,43,49,71,46,71,53,60,69,68,71,61,53,68,60,69,71,65,70,63,71,61,53,68,60,69,71,65,70,63,65,CM
29,72,72,3100000,4000,1772,74,47,69,59,69,70,50,60,66,74,55,69,30,73,61,66,27,75,73,68,66,72,24,76,76,26,75,61,69,68,45,50,69,63,68,49,45,63,50,69,67,71,68,52,68,49,45,63,50,69,67,71,68,52,71,ST
27,72,72,3300000,17000,1774,79,43,72,68,70,68,71,68,74,73,73,64,25,67,64,65,21,65,66,65,69,69,29,77,65,28,65,69,63,70,43,49,70,64,70,50,43,64,49,70,71,69,71,53,70,50,43,64,49,70,71,69,71,53,69,LM
29,72,72,2400000,22000,1818,77,60,78,81,67,68,70,66,61,43,42,60,69,70,65,41,72,57,52,66,66,49,74,72,71,75,55,59,46,61,68,68,59,63,61,71,68,63,68,59,64,57,62,70,61,71,68,63,68,59,64,57,62,70,57,RWB
33,72,72,1200000,11000,1767,71,71,55,59,61,65,71,51,63,41,52,67,71,48,61,42,71,53,61,72,72,44,71,77,70,71,72,49,46,60,70,68,60,63,60,71,70,63,68,60,64,59,62,70,60,71,70,63,68,60,64,59,62,70,59,LWB
27,72,72,3300000,14000,1751,74,53,66,58,68,70,53,53,67,72,44,75,41,80,49,62,11,63,76,75,67,65,47,76,70,32,74,64,62,68,49,52,70,63,68,54,49,63,52,70,67,71,68,55,68,54,49,63,52,70,67,71,68,55,71,RM
23,72,77,4200000,33000,1826,79,43,76,68,74,49,62,65,72,72,45,73,35,66,60,64,37,77,71,59,64,75,47,79,73,43,76,58,62,68,52,54,70,63,68,57,52,63,54,70,69,71,70,58,68,57,52,63,54,70,69,71,70,58,71,LM
22,72,80,3900000,41000,1464,43,76,51,51,58,66,43,29,54,20,27,68,70,71,58,21,72,21,20,69,62,57,68,64,66,72,82,38,12,48,71,66,46,54,48,64,71,54,66,46,50,47,46,63,48,64,71,54,66,46,50,47,46,63,47,CB
25,72,72,2800000,5000,1623,46,82,45,47,52,63,51,39,40,36,44,74,68,62,71,42,76,49,37,63,68,63,71,52,67,73,73,41,45,50,71,68,48,57,50,65,71,57,68,48,51,52,48,63,50,65,71,57,68,48,51,52,48,63,52,CB
21,72,85,5500000,40000,1654,61,72,60,69,69,72,52,33,63,30,30,64,73,73,44,27,74,38,40,68,62,48,73,63,75,74,75,55,27,56,71,67,55,59,56,68,71,59,67,55,58,52,56,68,56,68,71,59,67,55,58,52,56,68,52,CB
27,72,73,2900000,6000,1919,66,81,68,66,68,71,70,70,67,51,53,61,68,68,77,64,67,61,65,72,72,71,62,64,78,67,68,73,51,68,68,71,66,71,68,68,68,71,71,66,68,64,66,69,68,68,68,71,71,66,68,64,66,69,64,CDM
28,72,72,3200000,5000,1621,52,83,33,43,68,65,29,49,62,75,43,85,29,77,37,54,25,76,77,66,60,74,29,54,58,21,86,53,73,61,49,47,66,55,61,43,49,55,47,66,58,71,60,44,61,43,49,55,47,66,58,71,60,44,71,ST
22,72,77,3500000,13000,1713,68,65,64,67,72,64,53,30,58,36,60,75,76,72,62,44,71,50,39,60,73,42,76,67,61,74,62,50,31,59,71,69,56,62,59,69,71,62,69,56,59,54,57,68,59,69,71,62,69,56,59,54,57,68,54,RB
20,72,80,4600000,19000,1738,77,58,84,82,76,68,58,64,77,68,49,44,26,62,61,76,20,62,66,64,64,76,19,75,67,23,46,73,68,71,38,48,71,64,71,46,38,64,48,71,70,67,71,50,71,46,38,64,48,71,70,67,71,50,67,ST
25,72,72,2700000,22000,1887,71,82,66,66,61,62,67,61,56,41,71,67,77,53,71,52,71,72,51,66,72,63,72,72,78,73,70,66,52,62,71,72,60,66,62,71,71,66,72,60,63,58,61,71,62,71,71,66,72,60,63,58,61,71,58,LB
24,72,74,3800000,23000,1846,74,59,79,79,76,64,60,64,77,66,66,49,32,64,68,62,42,70,69,63,72,67,27,75,81,34,68,72,70,72,48,56,71,68,72,53,48,68,56,71,71,67,71,57,72,53,48,68,56,71,71,67,71,57,67,LM
25,72,72,2700000,5000,1889,70,82,71,76,67,66,70,63,69,54,47,59,70,71,52,50,68,58,57,68,69,71,72,74,83,74,67,56,53,63,70,69,64,64,63,71,70,64,69,64,66,63,65,71,63,71,70,64,69,64,66,63,65,71,63,RB
27,72,72,3300000,10000,1755,90,72,74,80,70,73,67,65,75,69,42,43,41,47,42,61,27,62,75,71,59,80,30,90,74,27,58,58,55,68,44,50,71,60,68,53,44,60,50,71,70,69,72,57,68,53,44,60,50,71,70,69,72,57,69,RW
23,72,78,3600000,7000,1827,75,73,69,73,70,63,56,41,63,51,29,64,71,72,65,61,72,44,61,65,76,64,71,72,74,73,77,69,25,67,71,71,65,69,67,70,71,69,71,65,66,63,65,70,67,70,71,69,71,65,66,63,65,70,63,CM
34,72,72,950000,14000,1745,67,80,62,52,63,67,53,39,46,48,49,74,68,76,57,60,70,47,23,65,62,70,69,64,67,70,79,51,47,54,71,66,54,57,54,66,71,57,66,54,55,56,54,64,54,66,71,57,66,54,55,56,54,64,56,CB
26,72,72,2600000,8000,1857,66,66,62,64,67,63,72,71,65,49,56,59,76,57,59,65,67,64,57,71,67,70,72,73,76,73,71,44,46,61,69,68,62,63,61,71,69,63,68,62,64,62,63,71,61,71,69,63,68,62,64,62,63,71,62,LB
24,72,78,4200000,3000,1860,50,63,57,51,75,64,61,62,73,60,55,69,63,67,73,67,59,59,63,67,76,70,61,65,76,65,72,69,56,69,66,68,68,71,69,65,66,71,68,68,68,67,67,66,69,65,66,71,68,68,68,67,67,66,67,CAM
26,72,74,3100000,16000,1701,68,67,67,65,61,65,47,45,48,36,30,67,72,83,58,34,74,44,45,73,59,50,73,68,66,72,71,47,54,54,71,66,53,57,54,67,71,57,66,53,56,54,54,65,54,67,71,57,66,53,56,54,54,65,54,CB
25,72,76,4100000,14000,1710,72,54,72,65,72,69,51,50,65,75,49,67,32,69,59,70,25,71,76,74,65,72,19,69,54,19,66,62,70,69,43,48,70,62,69,46,43,62,48,70,66,71,68,49,69,46,43,62,48,70,66,71,68,49,71,ST
23,72,76,4000000,6000,1818,54,57,72,73,72,65,61,55,70,61,57,54,59,68,71,65,55,52,71,72,75,64,53,76,75,57,32,74,52,71,57,64,69,71,71,63,57,71,64,69,69,64,69,65,71,63,57,71,64,69,69,64,69,65,64,CM
26,72,73,3700000,5000,1847,76,56,89,87,77,72,66,62,70,57,66,22,46,77,64,69,30,63,70,74,75,67,43,70,69,47,60,77,66,73,49,59,70,70,73,57,49,70,59,70,71,63,71,61,73,57,49,70,59,70,71,63,71,61,63,CAM
28,72,73,2800000,5000,1653,37,78,39,49,67,63,41,58,47,28,62,72,64,71,65,22,68,51,27,67,63,64,71,39,74,72,87,53,58,50,71,68,48,58,50,63,71,58,68,48,51,50,46,61,50,63,71,58,68,48,51,50,46,61,50,CB
28,72,73,2800000,7000,1656,68,69,67,61,57,63,62,48,34,25,44,63,67,88,47,23,73,35,38,61,45,61,79,74,72,76,86,45,29,46,71,63,46,50,46,68,71,50,63,46,51,49,48,65,46,68,71,50,63,46,51,49,48,65,49,CB
22,72,79,3700000,13000,1813,75,64,71,72,72,52,75,44,67,47,42,62,66,71,68,41,68,44,57,68,68,59,72,77,74,71,65,60,41,64,68,68,63,66,64,71,68,66,68,63,68,61,66,71,64,71,68,66,68,63,68,61,66,71,61,RWB
22,72,80,4600000,5000,1788,85,54,82,70,71,67,65,45,71,64,31,48,62,47,55,49,62,45,72,70,69,58,61,84,80,62,65,62,41,68,61,64,69,66,68,67,61,66,64,69,71,66,70,69,68,67,61,66,64,69,71,66,70,69,66,RWB
26,72,73,3000000,32000,1582,67,75,45,56,62,61,51,34,40,11,13,77,68,84,63,25,67,13,47,60,65,56,70,73,68,71,84,41,43,50,71,66,49,56,50,66,71,56,66,49,53,51,49,64,50,66,71,56,66,49,53,51,49,64,51,CB
23,72,78,4300000,13000,1871,85,73,78,81,75,67,62,60,76,69,63,60,32,72,65,71,32,63,72,53,67,70,33,81,76,34,72,71,68,71,49,54,71,66,71,53,49,66,54,71,71,70,72,56,71,53,49,66,54,71,71,70,72,56,70,LM
21,72,78,4300000,16000,1808,76,43,73,56,75,60,74,65,77,71,57,56,46,59,61,66,48,64,68,67,68,72,46,78,74,43,63,59,52,69,53,58,71,65,69,60,53,65,58,71,71,69,72,63,69,60,53,65,58,71,71,69,72,63,69,LB
30,72,72,2300000,7000,1835,53,74,49,46,70,61,56,61,56,41,60,65,75,71,67,72,64,50,59,67,71,76,67,64,77,69,89,62,50,62,71,71,62,67,62,67,71,67,71,62,62,62,60,67,62,67,71,67,71,62,62,62,60,67,62,CM
30,72,72,2900000,13000,1873,72,61,75,63,74,72,62,58,71,74,61,70,22,74,67,71,23,80,74,71,69,74,30,75,76,45,73,76,71,72,49,54,73,68,72,53,49,68,54,73,71,73,72,55,72,53,49,68,54,73,71,73,72,55,73,ST
25,72,75,3900000,18000,1836,76,60,68,67,73,69,70,63,76,65,56,65,47,55,67,60,42,50,71,64,68,72,43,79,72,45,77,70,57,70,55,59,71,67,70,59,55,67,59,71,71,70,71,61,70,59,55,67,59,71,71,70,71,61,70,RB
28,72,72,3100000,16000,1956,79,51,79,76,73,67,68,69,73,67,65,51,61,65,70,76,57,77,67,58,72,72,55,76,75,58,60,73,69,71,59,64,70,70,71,64,59,70,64,70,71,67,71,66,71,64,59,70,64,70,71,67,71,66,67,RM
27,72,72,3300000,8000,1784,85,58,71,71,74,65,71,69,73,60,66,52,28,52,65,60,29,68,67,62,70,68,35,86,67,41,61,69,53,70,46,53,69,65,70,54,46,65,53,69,71,66,71,57,70,54,46,65,53,69,71,66,71,57,66,CAM
29,72,72,2400000,16000,1639,52,74,59,62,59,65,71,43,56,49,27,72,68,82,55,31,70,40,19,67,64,37,69,65,64,72,77,55,26,53,71,66,51,57,53,67,71,57,66,51,57,51,55,66,53,67,71,57,66,51,57,51,55,66,51,RB
25,72,75,3900000,22000,1734,90,65,80,90,73,63,71,52,75,55,45,34,43,31,60,60,30,63,60,68,66,70,28,89,78,29,62,66,54,69,44,54,68,64,69,55,44,64,54,68,71,63,71,59,69,55,44,64,54,68,71,63,71,59,63,LM
32,72,72,2500000,6000,1721,65,59,74,60,75,69,47,55,69,70,47,70,38,78,41,63,18,74,79,69,65,72,22,65,62,25,78,61,66,68,46,49,70,61,68,47,46,61,49,70,65,71,67,49,68,47,46,61,49,70,65,71,67,49,71,ST
30,72,72,2200000,12000,1856,71,74,67,66,71,62,70,64,62,44,51,62,71,68,62,53,76,55,56,65,65,61,70,73,79,72,74,52,59,61,71,69,61,64,61,71,71,64,69,61,64,60,63,71,61,71,71,64,69,61,64,60,63,71,60,RB
28,72,72,3100000,43000,1944,66,63,69,60,73,69,61,64,69,70,59,73,67,75,69,72,68,63,72,72,74,72,63,62,71,69,73,69,69,71,69,70,71,71,71,68,69,71,70,71,69,71,69,68,71,68,69,71,70,71,69,71,69,68,71,CM
27,72,72,3200000,12000,1961,75,67,73,81,75,71,66,66,73,46,68,42,75,83,72,70,69,67,63,73,74,72,52,71,74,72,62,67,52,70,66,71,68,71,70,68,66,71,71,68,70,63,69,70,70,68,66,71,71,68,70,63,69,70,63,CDM
31,72,72,2100000,10000,1866,67,74,62,60,71,70,62,50,57,42,61,69,74,74,74,55,60,48,64,68,70,75,69,76,85,69,81,64,48,64,70,71,64,68,64,70,70,68,71,64,66,63,63,70,64,70,70,68,71,64,66,63,63,70,63,CM
22,72,75,3300000,5000,1707,75,68,66,69,73,74,69,35,72,34,41,54,71,60,51,30,69,48,63,76,68,35,73,69,69,72,73,40,28,61,69,68,60,62,61,71,69,62,68,60,65,57,63,71,61,71,69,62,68,60,65,57,63,71,57,LB
33,72,72,2000000,4000,1749,67,63,71,62,69,72,55,64,63,73,60,72,15,86,51,50,22,72,74,68,66,77,24,67,74,27,86,50,65,64,46,48,67,58,64,47,46,58,48,67,65,71,65,49,64,47,46,58,48,67,65,71,65,49,71,ST
21,72,80,4600000,30000,1790,90,75,76,63,74,64,62,60,75,68,57,64,33,65,60,62,23,65,67,66,68,69,25,89,73,21,70,63,66,70,46,51,71,63,70,52,46,63,51,71,71,70,72,55,70,52,46,63,51,71,71,70,72,55,70,LW
28,72,73,2800000,6000,1725,59,69,65,69,66,69,51,45,60,41,25,65,73,78,70,34,69,37,58,73,71,42,74,62,81,72,73,59,37,61,71,71,59,66,61,69,71,66,71,59,62,57,59,68,61,69,71,66,71,59,62,57,59,68,57,LB
